texture,rank,beta,alpha,max_iter,phase_iter,phase_method,sdr,sir,sar,mci,bark_entropy,reconstruction_error
reverberant_speech,2,2,0.0,300,50,griffin_lim,4.058485,4.058485,4.058522,-2.7214642,0.035953607,2.8548763
reverberant_speech,2,2,0.0,300,50,fast_griffin_lim,4.058485,4.058485,4.058522,-2.7214642,0.035953607,2.8548763
reverberant_speech,2,2,0.1,100,50,griffin_lim,4.0156984,4.0156984,4.015645,0.12520951,0.035953607,2.8820992
reverberant_speech,2,2,0.1,100,50,fast_griffin_lim,4.0156984,4.0156984,4.015645,0.12520951,0.035953607,2.8820992
reverberant_speech,2,2,0.1,300,50,griffin_lim,4.0140924,4.0140924,4.014036,0.12605312,0.035953607,2.882984
reverberant_speech,2,2,0.1,300,50,fast_griffin_lim,4.0140924,4.0140924,4.014036,0.12605312,0.035953607,2.882984
reverberant_speech,4,0,0.0,100,50,griffin_lim,4.69289,4.69289,4.69293,-2.5423415,0.035953607,2.507785
reverberant_speech,4,0,0.0,100,50,fast_griffin_lim,4.69289,4.69289,4.69293,-2.5423415,0.035953607,2.507785
reverberant_speech,4,0,0.0,300,50,griffin_lim,4.9880223,4.9880223,4.988057,-2.4988623,0.035953607,2.3566613
reverberant_speech,4,0,0.0,300,50,fast_griffin_lim,4.9880223,4.9880223,4.988057,-2.4988623,0.035953607,2.3566613
reverberant_speech,4,0,0.1,100,50,griffin_lim,3.761822,3.761822,3.7618303,-3.0069597,0.035953607,3.2437704
reverberant_speech,4,0,0.1,100,50,fast_griffin_lim,3.761822,3.761822,3.7618303,-3.0069597,0.035953607,3.2437704
reverberant_speech,4,0,0.1,300,50,griffin_lim,3.761822,3.761822,3.7618303,-3.0069597,0.035953607,3.2437704
reverberant_speech,4,0,0.1,300,50,fast_griffin_lim,3.761822,3.761822,3.7618303,-3.0069597,0.035953607,3.2437704
reverberant_speech,4,1,0.0,100,50,griffin_lim,4.69289,4.69289,4.69293,-2.5423415,0.035953607,2.507785
reverberant_speech,4,1,0.0,100,50,fast_griffin_lim,4.69289,4.69289,4.69293,-2.5423415,0.035953607,2.507785
reverberant_speech,4,1,0.0,300,50,griffin_lim,4.9880223,4.9880223,4.988057,-2.4988623,0.035953607,2.3566613
reverberant_speech,4,1,0.0,300,50,fast_griffin_lim,4.9880223,4.9880223,4.988057,-2.4988623,0.035953607,2.3566613
reverberant_speech,4,1,0.1,100,50,griffin_lim,3.761822,3.761822,3.7618303,-3.0069597,0.035953607,3.2437704
reverberant_speech,4,1,0.1,100,50,fast_griffin_lim,3.761822,3.761822,3.7618303,-3.0069597,0.035953607,3.2437704
reverberant_speech,4,1,0.1,300,50,griffin_lim,3.761822,3.761822,3.7618303,-3.0069597,0.035953607,3.2437704
reverberant_speech,4,1,0.1,300,50,fast_griffin_lim,3.761822,3.761822,3.7618303,-3.0069597,0.035953607,3.2437704
reverberant_speech,4,2,0.0,100,50,griffin_lim,5.931691,5.931691,5.931737,-2.357935,0.035953607,1.9254216
reverberant_speech,4,2,0.0,100,50,fast_griffin_lim,5.931691,5.931691,5.931737,-2.357935,0.035953607,1.9254216
reverberant_speech,4,2,0.0,300,50,griffin_lim,5.931691,5.931691,5.931737,-2.357935,0.035953607,1.9254216
reverberant_speech,4,2,0.0,300,50,fast_griffin_lim,5.931691,5.931691,5.931737,-2.357935,0.035953607,1.9254216
reverberant_speech,4,2,0.1,100,50,griffin_lim,5.85061,5.85061,5.8505554,0.9512815,0.035953607,1.962552
reverberant_speech,4,2,0.1,100,50,fast_griffin_lim,5.85061,5.85061,5.8505554,0.9512815,0.035953607,1.962552
reverberant_speech,4,2,0.1,300,50,griffin_lim,5.85075,5.85075,5.850697,0.9501271,0.035953607,1.9624672
reverberant_speech,4,2,0.1,300,50,fast_griffin_lim,5.85075,5.85075,5.850697,0.9501271,0.035953607,1.9624672
reverberant_speech,8,0,0.0,100,50,griffin_lim,6.3373184,6.3373184,6.3373613,-2.1090367,0.035953607,1.7686244
reverberant_speech,8,0,0.0,100,50,fast_griffin_lim,6.3373184,6.3373184,6.3373613,-2.1090367,0.035953607,1.7686244
reverberant_speech,8,0,0.0,300,50,griffin_lim,6.62198,6.62198,6.622014,-2.036153,0.035953607,1.6609302
reverberant_speech,8,0,0.0,300,50,fast_griffin_lim,6.62198,6.62198,6.622014,-2.036153,0.035953607,1.6609302
reverberant_speech,8,0,0.1,100,50,griffin_lim,4.548056,4.548056,4.548065,-2.7377372,0.035953607,2.8592813
reverberant_speech,8,0,0.1,100,50,fast_griffin_lim,4.548056,4.548056,4.548065,-2.7377372,0.035953607,2.8592813
reverberant_speech,8,0,0.1,300,50,griffin_lim,4.548056,4.548056,4.548065,-2.7377372,0.035953607,2.8592813
reverberant_speech,8,0,0.1,300,50,fast_griffin_lim,4.548056,4.548056,4.548065,-2.7377372,0.035953607,2.8592813
reverberant_speech,8,1,0.0,100,50,griffin_lim,6.3373184,6.3373184,6.3373613,-2.1090367,0.035953607,1.7686244
reverberant_speech,8,1,0.0,100,50,fast_griffin_lim,6.3373184,6.3373184,6.3373613,-2.1090367,0.035953607,1.7686244
reverberant_speech,8,1,0.0,300,50,griffin_lim,6.62198,6.62198,6.622014,-2.036153,0.035953607,1.6609302
reverberant_speech,8,1,0.0,300,50,fast_griffin_lim,6.62198,6.62198,6.622014,-2.036153,0.035953607,1.6609302
reverberant_speech,8,1,0.1,100,50,griffin_lim,4.548056,4.548056,4.548065,-2.7377372,0.035953607,2.8592813
reverberant_speech,8,1,0.1,100,50,fast_griffin_lim,4.548056,4.548056,4.548065,-2.7377372,0.035953607,2.8592813
reverberant_speech,8,1,0.1,300,50,griffin_lim,4.548056,4.548056,4.548065,-2.7377372,0.035953607,2.8592813
reverberant_speech,8,1,0.1,300,50,fast_griffin_lim,4.548056,4.548056,4.548065,-2.7377372,0.035953607,2.8592813
reverberant_speech,8,2,0.0,100,50,griffin_lim,7.4441147,7.4441147,7.4441547,-1.9342316,0.035953607,1.386437
reverberant_speech,8,2,0.0,100,50,fast_griffin_lim,7.4441147,7.4441147,7.4441547,-1.9342316,0.035953607,1.386437
reverberant_speech,8,2,0.0,300,50,griffin_lim,7.4441633,7.4441633,7.4442024,-1.9318452,0.035953607,1.3864222
reverberant_speech,8,2,0.0,300,50,fast_griffin_lim,7.4441633,7.4441633,7.4442024,-1.9318452,0.035953607,1.3864222
reverberant_speech,8,2,0.1,100,50,griffin_lim,7.1672287,7.1672287,7.167175,0.85342276,0.035953607,1.4783098
reverberant_speech,8,2,0.1,100,50,fast_griffin_lim,7.1672287,7.1672287,7.167175,0.85342276,0.035953607,1.4783098
reverberant_speech,8,2,0.1,300,50,griffin_lim,7.1676903,7.1676903,7.1676354,0.8543773,0.035953607,1.4781613
reverberant_speech,8,2,0.1,300,50,fast_griffin_lim,7.1676903,7.1676903,7.1676354,0.8543773,0.035953607,1.4781613
reverberant_speech,16,0,0.0,100,50,griffin_lim,8.247175,8.247175,8.247214,-1.6897513,0.035953607,1.1648607
reverberant_speech,16,0,0.0,100,50,fast_griffin_lim,8.247175,8.247175,8.247214,-1.6897513,0.035953607,1.1648607
reverberant_speech,16,0,0.0,300,50,griffin_lim,8.29991,8.29991,8.299941,-1.6660191,0.035953607,1.1509469
reverberant_speech,16,0,0.0,300,50,fast_griffin_lim,8.29991,8.29991,8.299941,-1.6660191,0.035953607,1.1509469
reverberant_speech,16,0,0.1,100,50,griffin_lim,4.0108833,4.0108833,4.010897,-3.2926996,0.035953607,3.1512675
reverberant_speech,16,0,0.1,100,50,fast_griffin_lim,4.0108833,4.0108833,4.010897,-3.2926996,0.035953607,3.1512675
reverberant_speech,16,0,0.1,300,50,griffin_lim,4.0108833,4.0108833,4.010897,-3.2926996,0.035953607,3.1512675
reverberant_speech,16,0,0.1,300,50,fast_griffin_lim,4.0108833,4.0108833,4.010897,-3.2926996,0.035953607,3.1512675
reverberant_speech,16,1,0.0,100,50,griffin_lim,8.247175,8.247175,8.247214,-1.6897513,0.035953607,1.1648607
reverberant_speech,16,1,0.0,100,50,fast_griffin_lim,8.247175,8.247175,8.247214,-1.6897513,0.035953607,1.1648607
reverberant_speech,16,1,0.0,300,50,griffin_lim,8.29991,8.29991,8.299941,-1.6660191,0.035953607,1.1509469
reverberant_speech,16,1,0.0,300,50,fast_griffin_lim,8.29991,8.29991,8.299941,-1.6660191,0.035953607,1.1509469
reverberant_speech,16,1,0.1,100,50,griffin_lim,4.0108833,4.0108833,4.010897,-3.2926996,0.035953607,3.1512675
reverberant_speech,16,1,0.1,100,50,fast_griffin_lim,4.0108833,4.0108833,4.010897,-3.2926996,0.035953607,3.1512675
reverberant_speech,16,1,0.1,300,50,griffin_lim,4.0108833,4.0108833,4.010897,-3.2926996,0.035953607,3.1512675
reverberant_speech,16,1,0.1,300,50,fast_griffin_lim,4.0108833,4.0108833,4.010897,-3.2926996,0.035953607,3.1512675
reverberant_speech,16,2,0.0,100,50,griffin_lim,9.70825,9.70825,9.708282,-1.6344726,0.035953607,0.8389355
reverberant_speech,16,2,0.0,100,50,fast_griffin_lim,9.70825,9.70825,9.708282,-1.6344726,0.035953607,0.8389355
reverberant_speech,16,2,0.0,300,50,griffin_lim,9.708645,9.708645,9.708675,-1.63485,0.035953607,0.8388615
reverberant_speech,16,2,0.0,300,50,fast_griffin_lim,9.708645,9.708645,9.708675,-1.63485,0.035953607,0.8388615
reverberant_speech,16,2,0.1,100,50,griffin_lim,8.31067,8.31067,8.310616,1.0817636,0.035953607,1.1525534
reverberant_speech,16,2,0.1,100,50,fast_griffin_lim,8.31067,8.31067,8.310616,1.0817636,0.035953607,1.1525534
reverberant_speech,16,2,0.1,300,50,griffin_lim,8.310792,8.310792,8.310738,1.0799321,0.035953607,1.1524743
reverberant_speech,16,2,0.1,300,50,fast_griffin_lim,8.310792,8.310792,8.310738,1.0799321,0.035953607,1.1524743
